1847,1-Mar-23,Wednesday,6,W18264652,W,18,26,46,52,
1846,28-Feb-23,Tuesday,6,A28297276,A,28,29,72,76,
1845,27-Feb-23,Monday,6,E25455160,E,25,45,51,60,
1844,26-Feb-23,Sunday,6,N28546061,N,28,54,60,61,
1843,25-Feb-23,Saturday,6,C15314372,C,15,31,43,72,
1842,24-Feb-23,Friday,6,O25316171,O,25,31,61,71,
1841,23-Feb-23,Thursday,6,R25747577,R,25,74,75,77,
1840,22-Feb-23,Wednesday,6,R13143739,R,13,14,37,39,
1839,21-Feb-23,Tuesday,6,D21415173,D,21,41,51,73,
1838,20-Feb-23,Monday,6,S09245269,S,09,24,52,69,
1837,19-Feb-23,Sunday,6,J04061771,J,04,06,17,71,
1836,18-Feb-23,Saturday,6,O43485077,O,43,48,50,77,
1835,17-Feb-23,Friday,7,D17303862,D,17,30,38,62,
1834,16-Feb-23,Thursday,7,H09324350,H,09,32,43,50,
1833,15-Feb-23,Wednesday,7,O04096571,O,04,09,65,71,
1832,14-Feb-23,Tuesday,7,H01044467,H,01,04,44,67,
1831,13-Feb-23,Monday,7,F15234963,F,15,23,49,63,
1830,12-Feb-23,Sunday,7,D09134364,D,09,13,43,64,
1829,11-Feb-23,Saturday,7,E25395775,E,25,39,57,75,
1828,10-Feb-23,Friday,7,B15161867,B,15,16,18,67,
1827,9-Feb-23,Thursday,7,C08102161,C,08,10,21,61,
1826,8-Feb-23,Wednesday,7,M15384143,M,15,38,41,43,
1825,7-Feb-23,Tuesday,7,T18325376,T,18,32,53,76,
1824,6-Feb-23,Monday,7,B29496577,B,29,49,65,77,
1823,5-Feb-23,Sunday,8,P18335557,P,18,33,55,57,
1822,4-Feb-23,Saturday,8,X10444575,X,10,44,45,75,
1821,3-Feb-23,Friday,8,B09344972,B,09,34,49,72,
1820,2-Feb-23,Thursday,8,L11415556,L,11,41,55,56,
1819,1-Feb-23,Wednesday,8,M04225770,M,04,22,57,70,
1818,31-Jan-23,Tuesday,8,Z10183458,Z,10,18,34,58,
1817,30-Jan-23,Monday,8,G06094963,G,06,09,49,63,
1816,29-Jan-23,Sunday,8,Y01134574,Y,01,13,45,74,
1815,28-Jan-23,Saturday,8,E11132351,E,11,13,23,51,
1814,27-Jan-23,Friday,8,O15324748,O,15,32,47,48,
1813,26-Jan-23,Thursday,8,Z01242762,Z,01,24,27,62,
1812,25-Jan-23,Wednesday,8,C11264262,C,11,26,42,62,
1811,24-Jan-23,Tuesday,9,P07455474,P,07,45,54,74,
1810,23-Jan-23,Monday,9,M34435556,M,34,43,55,56,
1809,22-Jan-23,Sunday,9,M07215470,M,07,21,54,70,
1808,21-Jan-23,Saturday,9,T17293260,T,17,29,32,60,
1807,20-Jan-23,Friday,9,V06113473,V,06,11,34,73,
1806,19-Jan-23,Thursday,9,G19335474,G,19,33,54,74,
1805,18-Jan-23,Wednesday,9,T14303256,T,14,30,32,56,
1804,17-Jan-23,Tuesday,9,H05124146,H,05,12,41,46,
1803,16-Jan-23,Monday,9,W15165864,W,15,16,58,64,
1802,15-Jan-23,Sunday,9,O38414471,O,38,41,44,71,
1801,14-Jan-23,Saturday,9,G02192868,G,02,19,28,68,
1800,13-Jan-23,Friday,9,F23346374,F,23,34,63,74,
1799,12-Jan-23,Thursday,10,Z23436171,Z,23,43,61,71,
1798,11-Jan-23,Wednesday,10,B08275261,B,08,27,52,61,
1797,10-Jan-23,Tuesday,10,G16364652,G,16,36,46,52,
1796,9-Jan-23,Monday,10,P11577174,P,11,57,71,74,
1795,8-Jan-23,Sunday,10,Y23303777,Y,23,30,37,77,
1794,7-Jan-23,Saturday,10,E11213257,E,11,21,32,57,
1793,6-Jan-23,Friday,10,S04105456,S,04,10,54,56,
1792,5-Jan-23,Thursday,10,T07121776,T,07,12,17,76,
1791,4-Jan-23,Wednesday,10,F04254656,F,04,25,46,56,
1790,3-Jan-23,Tuesday,10,Q41475368,Q,41,47,53,68,
1789,2-Jan-23,Monday,10,M27344758,M,27,34,47,58,
1788,1-Jan-23,Sunday,10,K04195362,K,04,19,53,62,
1787,31-Dec-22,Saturday,11,T10477076,T,10,47,70,76,
1786,30-Dec-22,Friday,11,B27434752,B,27,43,47,52,
1785,29-Dec-22,Thursday,11,J03050959,J,03,05,09,59,
1784,28-Dec-22,Wednesday,11,N07434761,N,07,43,47,61,
1783,27-Dec-22,Tuesday,11,M05182944,M,05,18,29,44,
1782,26-Dec-22,Monday,11,X13535773,X,13,53,57,73,
1781,25-Dec-22,Sunday,11,P13196570,P,13,19,65,70,
1780,24-Dec-22,Saturday,11,U13233160,U,13,23,31,60,
1779,23-Dec-22,Friday,11,E24314363,E,24,31,43,63,
1778,22-Dec-22,Thursday,11,A19265968,A,19,26,59,68,
1777,21-Dec-22,Wednesday,11,T08216370,T,08,21,63,70,
1776,20-Dec-22,Tuesday,11,W08235068,W,08,23,50,68,
1775,19-Dec-22,Monday,12,W24285174,W,24,28,51,74,
1774,18-Dec-22,Sunday,12,G04213345,G,04,21,33,45,
1773,17-Dec-22,Saturday,12,F18265676,F,18,26,56,76,
1772,16-Dec-22,Friday,12,W31407375,W,31,40,73,75,
1771,15-Dec-22,Thursday,12,P38545660,P,38,54,56,60,
1770,14-Dec-22,Wednesday,12,N34434750,N,34,43,47,50,
1769,13-Dec-22,Tuesday,12,K16174166,K,16,17,41,66,
1768,12-Dec-22,Monday,12,F08386264,F,08,38,62,64,
1767,11-Dec-22,Sunday,12,A09394257,A,09,39,42,57,
1766,10-Dec-22,Saturday,12,N05294969,N,05,29,49,69,
1765,9-Dec-22,Friday,12,N15273647,N,15,27,36,47,
1764,8-Dec-22,Thursday,12,V05174670,V,05,17,46,70,
1763,7-Dec-22,Wednesday,13,P07112242,P,07,11,22,42,
1762,6-Dec-22,Tuesday,13,I47677173,I,47,67,71,73,
1761,5-Dec-22,Monday,13,S23444673,S,23,44,46,73,
1760,4-Dec-22,Sunday,13,U37384567,U,37,38,45,67,
1759,3-Dec-22,Saturday,13,A13255257,A,13,25,52,57,
1758,2-Dec-22,Friday,13,T07323670,T,07,32,36,70,
1757,1-Dec-22,Thursday,13,J13314449,J,13,31,44,49,
1756,30-Nov-22,Wednesday,13,E03142546,E,03,14,25,46,
1755,29-Nov-22,Tuesday,13,I07164863,I,07,16,48,63,
1754,28-Nov-22,Monday,13,B14194458,B,14,19,44,58,
1753,27-Nov-22,Sunday,13,H20333553,H,20,33,35,53,
1752,26-Nov-22,Saturday,13,W17466372,W,17,46,63,72,
1751,25-Nov-22,Friday,14,A09385255,A,09,38,52,55,
1750,24-Nov-22,Thursday,14,J15384462,J,15,38,44,62,
1749,23-Nov-22,Wednesday,14,P02163251,P,02,16,32,51,
1748,22-Nov-22,Tuesday,14,D11515573,D,11,51,55,73,
1747,21-Nov-22,Monday,14,X20254862,X,20,25,48,62,
1746,20-Nov-22,Sunday,14,H26545566,H,26,54,55,66,
1745,19-Nov-22,Saturday,14,G08102441,G,08,10,24,41,
1744,18-Nov-22,Friday,14,T66676875,T,66,67,68,75,
1743,17-Nov-22,Thursday,14,W02052358,W,02,05,23,58,
1742,16-Nov-22,Wednesday,14,R16334445,R,16,33,44,45,
1741,15-Nov-22,Tuesday,14,W01566071,W,01,56,60,71,
1740,14-Nov-22,Monday,14,A14344564,A,14,34,45,64,
1739,13-Nov-22,Sunday,15,P07606667,P,07,60,66,67,
1738,12-Nov-22,Saturday,15,F01113166,F,01,11,31,66,
1737,11-Nov-22,Friday,15,N19205872,N,19,20,58,72,
1736,10-Nov-22,Thursday,15,J05172959,J,05,17,29,59,
1735,9-Nov-22,Wednesday,15,O07194555,O,07,19,45,55,
1734,8-Nov-22,Tuesday,15,M19256066,M,19,25,60,66,
1733,7-Nov-22,Monday,15,J10155669,J,10,15,56,69,
1732,6-Nov-22,Sunday,15,X23254362,X,23,25,43,62,
1731,5-Nov-22,Saturday,15,O13334257,O,13,33,42,57,
1730,4-Nov-22,Friday,15,J06071425,J,06,07,14,25,
1729,3-Nov-22,Thursday,15,J34414277,J,34,41,42,77,
1728,2-Nov-22,Wednesday,15,D47495369,D,47,49,53,69,
1727,1-Nov-22,Tuesday,16,L06102853,L,06,10,28,53,
1726,31-Oct-22,Monday,16,E28475758,E,28,47,57,58,
1725,30-Oct-22,Sunday,16,G30596277,G,30,59,62,77,
1724,29-Oct-22,Saturday,16,U23606275,U,23,60,62,75,
1723,28-Oct-22,Friday,16,C01343971,C,01,34,39,71,
1722,27-Oct-22,Thursday,16,T35525664,T,35,52,56,64,
1721,26-Oct-22,Wednesday,16,T06236162,T,06,23,61,62,
1720,25-Oct-22,Tuesday,16,D08416270,D,08,41,62,70,
1719,24-Oct-22,Monday,16,B10464755,B,10,46,47,55,
1718,23-Oct-22,Sunday,16,I22547273,I,22,54,72,73,
1717,22-Oct-22,Saturday,16,P03113346,P,03,11,33,46,
1716,21-Oct-22,Friday,16,U10293758,U,10,29,37,58,
1715,20-Oct-22,Thursday,17,P45465369,P,45,46,53,69,
1714,19-Oct-22,Wednesday,17,M23273670,M,23,27,36,70,
1713,18-Oct-22,Tuesday,17,R05396476,R,05,39,64,76,
1712,17-Oct-22,Monday,17,H03336476,H,03,33,64,76,
1711,16-Oct-22,Sunday,17,B25334056,B,25,33,40,56,
1710,15-Oct-22,Saturday,17,B09626977,B,09,62,69,77,
1709,14-Oct-22,Friday,17,U05526874,U,05,52,68,74,
1708,13-Oct-22,Thursday,17,Q17193140,Q,17,19,31,40,
1707,12-Oct-22,Wednesday,17,D21314660,D,21,31,46,60,
1706,11-Oct-22,Tuesday,17,U13141668,U,13,14,16,68,
1705,10-Oct-22,Monday,17,V05096375,V,05,09,63,75,
1704,9-Oct-22,Sunday,17,J03042331,J,03,04,23,31,
1703,8-Oct-22,Saturday,18,N21293642,N,21,29,36,42,
1702,7-Oct-22,Friday,18,V10495556,V,10,49,55,56,
1701,6-Oct-22,Thursday,18,Z10111729,Z,10,11,17,29,
1700,5-Oct-22,Wednesday,18,C20272967,C,20,27,29,67,
1699,4-Oct-22,Tuesday,18,D15344872,D,15,34,48,72,
1698,3-Oct-22,Monday,18,R12266466,R,12,26,64,66,
1697,2-Oct-22,Sunday,18,K06344962,K,06,34,49,62,
1696,1-Oct-22,Saturday,18,Y08324451,Y,08,32,44,51,
1695,30-Sep-22,Friday,18,T11155061,T,11,15,50,61,
1694,29-Sep-22,Thursday,18,A05152174,A,05,15,21,74,
1693,28-Sep-22,Wednesday,18,V10223654,V,10,22,36,54,
1692,27-Sep-22,Tuesday,18,C48505575,C,48,50,55,75,
1691,26-Sep-22,Monday,19,P03505160,P,03,50,51,60,
1690,25-Sep-22,Sunday,19,G09125073,G,09,12,50,73,
1689,24-Sep-22,Saturday,19,Y03232449,Y,03,23,24,49,
1688,23-Sep-22,Friday,19,S04083149,S,04,08,31,49,
1687,22-Sep-22,Thursday,19,F29384376,F,29,38,43,76,
1686,21-Sep-22,Wednesday,19,I27293145,I,27,29,31,45,
1685,20-Sep-22,Tuesday,19,O31406465,O,31,40,64,65,
1684,19-Sep-22,Monday,19,U23365867,U,23,36,58,67,
1683,18-Sep-22,Sunday,19,O05172445,O,05,17,24,45,
1682,17-Sep-22,Saturday,19,O49526366,O,49,52,63,66,
1681,16-Sep-22,Friday,19,U05313355,U,05,31,33,55,
1680,15-Sep-22,Thursday,19,R16646568,R,16,64,65,68,
1679,14-Sep-22,Wednesday,20,P44456876,P,44,45,68,76,
1678,13-Sep-22,Tuesday,20,V36456072,V,36,45,60,72,
1677,12-Sep-22,Monday,20,L08141960,L,08,14,19,60,
1676,11-Sep-22,Sunday,20,N16586472,N,16,58,64,72,
1675,10-Sep-22,Saturday,20,Q07173656,Q,07,17,36,56,
1674,9-Sep-22,Friday,20,I12202645,I,12,20,26,45,
1673,8-Sep-22,Thursday,20,K19295271,K,19,29,52,71,
1672,7-Sep-22,Wednesday,20,O13425568,O,13,42,55,68,
1671,6-Sep-22,Tuesday,20,F23295574,F,23,29,55,74,
1670,5-Sep-22,Monday,20,O04627477,O,04,62,74,77,
1669,4-Sep-22,Sunday,20,B22232557,B,22,23,25,57,
1668,3-Sep-22,Saturday,20,A51697577,A,51,69,75,77,
1667,2-Sep-22,Friday,21,S14434951,S,14,43,49,51,
1666,1-Sep-22,Thursday,21,C24484970,C,24,48,49,70,
1665,31-Aug-22,Wednesday,21,Q01256067,Q,01,25,60,67,
1664,30-Aug-22,Tuesday,21,J26315071,J,26,31,50,71,
1663,29-Aug-22,Monday,21,K08194560,K,08,19,45,60,
1662,28-Aug-22,Sunday,21,E25275659,E,25,27,56,59,
1661,27-Aug-22,Saturday,21,C16555968,C,16,55,59,68,
1660,26-Aug-22,Friday,21,Q05375261,Q,05,37,52,61,
1659,25-Aug-22,Thursday,21,O02265073,O,02,26,50,73,
1658,24-Aug-22,Wednesday,21,I23546070,I,23,54,60,70,
1657,23-Aug-22,Tuesday,21,B07315169,B,07,31,51,69,
1656,22-Aug-22,Monday,21,J14333950,J,14,33,39,50,
1655,21-Aug-22,Sunday,22,B18355072,B,18,35,50,72,
1654,20-Aug-22,Saturday,22,V32425870,V,32,42,58,70,
1653,19-Aug-22,Friday,22,X28486365,X,28,48,63,65,
1652,18-Aug-22,Thursday,22,A04152427,A,04,15,24,27,
1651,17-Aug-22,Wednesday,22,Z01222651,Z,01,22,26,51,
1650,16-Aug-22,Tuesday,22,A44465061,A,44,46,50,61,
1649,15-Aug-22,Monday,22,H06107275,H,06,10,72,75,
1648,14-Aug-22,Sunday,22,L09313848,L,09,31,38,48,
1647,13-Aug-22,Saturday,22,H22274554,H,22,27,45,54,
1646,12-Aug-22,Friday,22,E03133744,E,03,13,37,44,
1645,11-Aug-22,Thursday,22,J15457074,J,15,45,70,74,
1644,10-Aug-22,Wednesday,22,Q07092263,Q,07,09,22,63,
1643,9-Aug-22,Tuesday,23,M14203160,M,14,20,31,60,
1642,8-Aug-22,Monday,23,R14272850,R,14,27,28,50,
1641,7-Aug-22,Sunday,23,H18474876,H,18,47,48,76,
1640,6-Aug-22,Saturday,23,V08175769,V,08,17,57,69,
1639,5-Aug-22,Friday,23,D29385564,D,29,38,55,64,
1638,4-Aug-22,Thursday,23,A05384243,A,05,38,42,43,
1637,3-Aug-22,Wednesday,23,L11282957,L,11,28,29,57,
1636,2-Aug-22,Tuesday,23,M20222736,M,20,22,27,36,
1635,1-Aug-22,Monday,23,P06132126,P,06,13,21,26,
1634,31-Jul-22,Sunday,23,B34617576,B,34,61,75,76,
1633,30-Jul-22,Saturday,23,G36385360,G,36,38,53,60,
1632,29-Jul-22,Friday,23,I18215665,I,18,21,56,65,
1631,28-Jul-22,Thursday,24,N11384046,N,11,38,40,46,
1630,27-Jul-22,Wednesday,24,Y15517577,Y,15,51,75,77,
1629,26-Jul-22,Tuesday,24,I26274067,I,26,27,40,67,
1628,25-Jul-22,Monday,24,S19214144,S,19,21,41,44,
1627,24-Jul-22,Sunday,24,Z05164877,Z,05,16,48,77,
1626,23-Jul-22,Saturday,24,Q02096476,Q,02,09,64,76,
1625,22-Jul-22,Friday,24,H17435471,H,17,43,54,71,
1624,21-Jul-22,Thursday,24,H09197376,H,09,19,73,76,
1623,20-Jul-22,Wednesday,24,R05266369,R,05,26,63,69,
1622,19-Jul-22,Tuesday,24,V08445665,V,08,44,56,65,
1621,18-Jul-22,Monday,24,V02434458,V,02,43,44,58,
1620,17-Jul-22,Sunday,24,W03132167,W,03,13,21,67,
1619,16-Jul-22,Saturday,25,G22546065,G,22,54,60,65,
1618,15-Jul-22,Friday,25,G22546065,G,22,54,60,65,
1617,14-Jul-22,Thursday,25,K01202458,K,01,20,24,58,
1616,13-Jul-22,Wednesday,25,K01202458,K,01,20,24,58,
1615,12-Jul-22,Tuesday,25,F03193964,F,03,19,39,64,
1614,11-Jul-22,Monday,25,P04373873,P,04,37,38,73,
1613,10-Jul-22,Sunday,25,P04373873,P,04,37,38,73,
1612,9-Jul-22,Saturday,25,P04373873,P,04,37,38,73,
1611,8-Jul-22,Friday,25,S16556976,S,16,55,69,76,
1610,7-Jul-22,Thursday,25,P04182951,P,04,18,29,51,
1609,6-Jul-22,Wednesday,25,P37475866,P,37,47,58,66,
1608,5-Jul-22,Tuesday,25,Q34476670,Q,34,47,66,70,
1607,4-Jul-22,Monday,26,A27374074,A,27,37,40,74,
1606,3-Jul-22,Sunday,26,F09353676,F,09,35,36,76,
1605,2-Jul-22,Saturday,26,O03091122,O,03,09,11,22,
1604,1-Jul-22,Friday,26,X06133662,X,06,13,36,62,
1603,30-Jun-22,Thursday,26,D11203155,D,11,20,31,55,
1602,29-Jun-22,Wednesday,26,R01192834,R,01,19,28,34,
1601,28-Jun-22,Tuesday,26,J18283458,J,18,28,34,58,
1600,27-Jun-22,Monday,26,U11143751,U,11,14,37,51,
1599,26-Jun-22,Sunday,26,F09245475,F,09,24,54,75,
1598,25-Jun-22,Saturday,26,I17354066,I,17,35,40,66,
1597,24-Jun-22,Friday,26,H44637076,H,44,63,70,76,
1596,23-Jun-22,Thursday,26,I30415369,I,30,41,53,69,
1595,22-Jun-22,Wednesday,27,B02416772,B,02,41,67,72,
1594,21-Jun-22,Tuesday,27,P06606265,P,06,60,62,65,
1593,20-Jun-22,Monday,27,I26294976,I,26,29,49,76,
1592,19-Jun-22,Sunday,27,K13404568,K,13,40,45,68,
1591,18-Jun-22,Saturday,27,Z17233164,Z,17,23,31,64,
1590,17-Jun-22,Friday,27,J13265977,J,13,26,59,77,
1589,16-Jun-22,Thursday,27,M12207576,M,12,20,75,76,
1588,15-Jun-22,Wednesday,27,I30465576,I,30,46,55,76,
1587,14-Jun-22,Tuesday,27,X37585971,X,37,58,59,71,
1586,13-Jun-22,Monday,27,E09224254,E,09,22,42,54,
1585,12-Jun-22,Sunday,27,V14236670,V,14,23,66,70,
1584,11-Jun-22,Saturday,27,L32466164,L,32,46,61,64,
1583,10-Jun-22,Friday,28,A12206072,A,12,20,60,72,
1582,9-Jun-22,Thursday,28,X01364973,X,01,36,49,73,
1581,8-Jun-22,Wednesday,28,O16355676,O,16,35,56,76,
1580,7-Jun-22,Tuesday,28,Z04092236,Z,04,09,22,36,
1579,6-Jun-22,Monday,28,Z09607072,Z,09,60,70,72,
1578,5-Jun-22,Sunday,28,U05105863,U,05,10,58,63,
1577,4-Jun-22,Saturday,28,Z29303940,Z,29,30,39,40,
1576,3-Jun-22,Friday,28,T05161770,T,05,16,17,70,
1575,2-Jun-22,Thursday,28,H30334477,H,30,33,44,77,
1574,1-Jun-22,Wednesday,28,F02377073,F,02,37,70,73,
1573,31-May-22,Tuesday,28,K33447173,K,33,44,71,73,
1572,30-May-22,Monday,28,H37565770,H,37,56,57,70,
1571,22-May-22,Sunday,29,B01385663,B,01,38,56,63,
1570,21-May-22,Saturday,29,T02174345,T,02,17,43,45,
1569,20-May-22,Friday,29,K28326575,K,28,32,65,75,
1568,19-May-22,Thursday,29,G23244559,G,23,24,45,59,
1567,18-May-22,Wednesday,29,M31505768,M,31,50,57,68,
1566,17-May-22,Tuesday,29,O27283436,O,27,28,34,36,
1565,14-May-22,Saturday,29,Y02193852,Y,02,19,38,52,
1564,13-May-22,Friday,29,D05161765,D,05,16,17,65,
1563,12-May-22,Thursday,29,F37446568,F,37,44,65,68,
1562,11-May-22,Wednesday,29,F39435266,F,39,43,52,66,
1561,10-May-22,Tuesday,29,I12172433,I,12,17,24,33,
1560,9-May-22,Monday,29,J05363953,J,05,36,39,53,
1559,8-May-22,Sunday,30,A09132645,A,09,13,26,45,
1558,7-May-22,Saturday,30,X28515355,X,28,51,53,55,
1557,6-May-22,Friday,30,X28515355,X,28,51,53,55,
1556,5-May-22,Thursday,30,V10122067,V,10,12,20,67,
1555,4-May-22,Wednesday,30,G09193156,G,09,19,31,56,
1554,3-May-22,Tuesday,30,L12154966,L,12,15,49,66,
1553,2-May-22,Monday,30,S18294246,S,18,29,42,46,
1552,1-May-22,Sunday,30,S07123266,S,07,12,32,66,
1551,30-Apr-22,Saturday,30,U10303956,U,10,30,39,56,
1550,29-Apr-22,Friday,30,Q13376775,Q,13,37,67,75,
1549,28-Apr-22,Thursday,30,N10172344,N,10,17,23,44,
1548,27-Apr-22,Wednesday,30,G25284562,G,25,28,45,62,
1547,26-Apr-22,Tuesday,31,G11556773,G,11,55,67,73,
1546,25-Apr-22,Monday,31,X12153036,X,12,15,30,36,
1545,24-Apr-22,Sunday,31,Y01214972,Y,01,21,49,72,
1544,23-Apr-22,Saturday,31,O07172224,O,07,17,22,24,
1543,22-Apr-22,Friday,31,C16336265,C,16,33,62,65,
1542,21-Apr-22,Thursday,31,Y25466175,Y,25,46,61,75,
1541,20-Apr-22,Wednesday,31,C06265759,C,06,26,57,59,
1540,19-Apr-22,Tuesday,31,I03464872,I,03,46,48,72,
1539,18-Apr-22,Monday,31,I01106062,I,01,10,60,62,
1538,12-Apr-22,Tuesday,31,Q29436265,Q,29,43,62,65,
1537,11-Apr-22,Monday,31,C05174272,C,05,17,42,72,
1536,10-Apr-22,Sunday,31,I14355368,I,14,35,53,68,
1535,9-Apr-22,Saturday,32,L43497374,L,43,49,73,74,
1534,8-Apr-22,Friday,32,U13425368,U,13,42,53,68,
1533,7-Apr-22,Thursday,32,T09124866,T,09,12,48,66,
1532,6-Apr-22,Wednesday,32,B04060961,B,04,06,09,61,
1531,5-Apr-22,Tuesday,32,Y34385774,Y,34,38,57,74,
1530,4-Apr-22,Monday,32,O18415670,O,18,41,56,70,
1529,3-Apr-22,Sunday,32,T12316470,T,12,31,64,70,
1528,2-Apr-22,Saturday,32,U48667277,U,48,66,72,77,
1527,1-Apr-22,Friday,32,D11141845,D,11,14,18,45,
1526,31-Mar-22,Thursday,32,X15172535,X,15,17,25,35,
1525,30-Mar-22,Wednesday,32,K19256467,K,19,25,64,67,
1524,29-Mar-22,Tuesday,32,H03243668,H,03,24,36,68,
1523,28-Mar-22,Monday,33,M13284548,M,13,28,45,48,
1522,27-Mar-22,Sunday,33,V26616671,V,26,61,66,71,
1521,26-Mar-22,Saturday,33,P06416370,P,06,41,63,70,
1520,25-Mar-22,Friday,33,Z14254858,Z,14,25,48,58,
1519,24-Mar-22,Thursday,33,J17273345,J,17,27,33,45,
1518,23-Mar-22,Wednesday,33,L34535762,L,34,53,57,62,
1517,22-Mar-22,Tuesday,33,B22415760,B,22,41,57,60,
1516,21-Mar-22,Monday,33,Q06285271,Q,06,28,52,71,
1515,20-Mar-22,Sunday,33,E06387077,E,06,38,70,77,
1514,19-Mar-22,Saturday,33,O33346877,O,33,34,68,77,
1513,18-Mar-22,Friday,33,Q04111422,Q,04,11,14,22,
1512,17-Mar-22,Thursday,33,Y08356776,Y,08,35,67,76,
1511,16-Mar-22,Wednesday,34,M32344455,M,32,34,44,55,
1510,15-Mar-22,Tuesday,34,J10192226,J,10,19,22,26,
1509,14-Mar-22,Monday,34,R26355566,R,26,35,55,66,
1508,13-Mar-22,Sunday,34,N13385863,N,13,38,58,63,
1507,12-Mar-22,Saturday,34,G34364574,G,34,36,45,74,
1506,11-Mar-22,Friday,34,T04163539,T,04,16,35,39,
1505,10-Mar-22,Thursday,34,M02406569,M,02,40,65,69,
1504,9-Mar-22,Wednesday,34,N08354153,N,08,35,41,53,
1503,8-Mar-22,Tuesday,34,Q04176977,Q,04,17,69,77,
1502,7-Mar-22,Monday,34,J30364366,J,30,36,43,66,
1501,6-Mar-22,Sunday,34,E17505665,E,17,50,56,65,
1500,5-Mar-22,Saturday,34,M08315473,M,08,31,54,73,
1499,4-Mar-22,Friday,35,Z01023973,Z,01,02,39,73,
1498,3-Mar-22,Thursday,35,I38424756,I,38,42,47,56,
